date,action_requested,action_executed,override,daily_return,reward,portfolio_value
2024-01-02,XLF,XLF,False,0.0042462632915411,0.0042462632915411,1.0042552914416227
2024-01-03,XLF,XLF,False,-0.0085108451892105,-0.0085108451892105,0.9957444985190653
2024-01-04,XLF,XLF,False,0.0039985317208014,0.0039985317208014,0.999733985211342
2024-01-05,XLF,XLF,False,0.0042473907648298,0.0042473907648298,1.0039892766529648
2024-01-08,XLF,XLF,False,0.0063377107591903,0.0063377107591903,1.0103724763645388
2024-01-09,XLF,XLF,False,-0.0063377107591903,0.05473138423040338,1.0039892766529648
2024-01-10,XLF,XLF,False,0.0015882756097082,0.07481517274212394,1.0055851553456003
2024-01-11,XLF,XLF,False,-0.0037095587160248,0.008134628525717095,1.0018617884616376
2024-01-12,XLF,XLF,False,-0.0018600574816455,-0.0018600574816468086,1.0000000000000002
2024-01-16,XLF,XLF,False,-0.0069388272877926,-0.03611110841969509,0.9930851907897345
2024-01-17,XLF,XLF,False,-0.001876405611649,-0.03328598481134738,0.991223507347753
2024-01-18,XLV,XLV,False,-0.00014351205381,-0.026029375434372698,0.9910812650334162
2024-01-19,XLF,XLF,False,0.0159451398567754,0.03457915765612282,1.0070108566937923
2024-01-22,CASH,CASH,False,0.0002063491987803,0.018020425242609547,1.0072186740179658
2024-01-23,XLV,XLV,False,-0.0007141054447709,0.014009944193025418,1.006499670431517
2024-01-24,XLF,XLF,False,0.0039223123889351,0.026083235325039606,1.0104552289552102
2024-01-25,XLF,XLF,False,0.0049459298886692,0.035721490740517156,1.0154652490643477
2024-01-26,XLV,XLV,False,0.0056885663185708,0.04552807915057529,1.0212582517962803
2024-01-29,XLF,XLF,False,0.002583823495285,0.044962526146159094,1.0239004148335373
2024-01-30,CASH,CASH,False,0.000206468256693,0.04081816721705275,1.024111839592715
2024-01-31,XLF,XLF,False,-0.0123076644835781,-0.002876394318290003,1.0115846629537184
2024-02-01,XLF,XLF,False,0.0015466149929084,0.02415378177594561,1.0131504054483405
2024-02-02,XLF,XLF,False,0.0041129880544169,0.026869470602773952,1.017326062290116
2024-02-05,XLV,XLV,False,0.0030937684812313,0.024345275387574465,1.020478307240517
2024-02-06,XLF,XLF,False,0.0020625271127195,0.017736777628864567,1.0225852434767868
2024-02-07,XLF,XLF,False,0.0074403810069026,0.03961449015420535,1.0302220424165813
2024-02-08,XLF,XLF,False,-0.0038415432086084,0.02331230244890493,1.0262719919287129
2024-02-09,XLF,XLF,False,0.002818809540549,0.03636992390234369,1.0291689382625564
2024-02-12,CASH,CASH,False,0.0002074603239695,0.0344464023029161,1.029382472133045
2024-02-13,XLF,XLF,False,-0.0135914856453468,0.006814062043952466,1.0154862838788894
2024-02-14,XLK,XLK,False,0.0104015488456474,0.04057260582829736,1.0261040388816873
2024-02-15,XLV,XLV,False,0.0072602139308279,0.045653847752175736,1.0335808826193391
2024-02-16,XLF,XLF,False,-0.0035264163903304,0.018305270761841998,1.0299424651121993
2024-02-20,CASH,CASH,False,0.0002068650722503,0.022039052407171657,1.0301555462734235
2024-02-21,XLF,XLF,False,0.0030317917150377,0.031233245499969524,1.0332835025838771
2024-02-22,XLF,XLF,False,0.011537734352714,0.04791671165533387,1.045274293410491
2024-02-23,XLV,XLV,False,0.0047453600685935,0.04090896330154152,1.050246283915651
2024-02-26,XLF,XLF,False,-0.0049750281043397,0.021333022534661166,1.0450342548823512
2024-02-27,XLK,XLK,False,0.0008754859099117,0.025230698836071142,1.0459495682613953
2024-02-28,XLF,XLF,False,0.0037234929953532,0.03209909311281306,1.0498514138916846
2024-02-29,XLF,XLF,False,-0.0004956719330742,0.04104751495691065,1.04933116095996
2024-03-01,XLV,XLV,False,0.0104408599386473,0.06206992966330697,1.0603444748265467
2024-03-04,XLF,XLF,False,0.0024786816032792,0.052254482896195824,1.0629759911677037
2024-03-05,XLF,XLF,False,0.0002477065165539,0.046796134638270315,1.0632393298616651
2024-03-06,XLF,XLF,False,0.0051843099114348,0.05527277271121912,1.0687658051600772
2024-03-07,XLF,XLF,False,-0.0014783934982236,0.03982043629131329,1.0671869161398104
2024-03-08,CASH,CASH,False,0.0002074603239695,0.04239039598978062,1.0674083380505053
2024-03-11,CASH,CASH,False,0.0002079364988538,0.039588528949089895,1.0676303142808472
2024-03-12,XLF,XLF,False,0.0041693518046478,0.04780238377776265,1.0720909331412785
2024-03-13,XLF,XLF,False,0.0073154539994828,0.18367491220535542,1.079962522064728
2024-03-14,XLF,XLF,False,-0.0080498063392602,0.07252290052148477,1.0713039296603635
2024-03-15,XLF,XLF,False,-0.0009802664959634,0.06493800225713826,1.0702542808629505
2024-03-18,XLF,XLF,False,0.0057172832315618,0.08192808151902196,1.0763907529755938
2024-03-19,XLF,XLF,False,0.0048816519540736,0.08916917508624549,1.081658164372345
2024-03-20,CASH,CASH,False,0.0002074603239695,0.07961532838466938,1.0818825888043277
2024-03-21,XLF,XLF,False,0.0081476013729218,0.08169826739276954,1.0907333441214089
2024-03-22,XLV,XLV,False,-0.001374086693216,0.0654436543841194,1.0892356111905075
